sentence,audio,preposition,id
"Бабушкам это на лавочке, у них свои интересы там, молодые - свои интересы в школе.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-952457-958150.wav,в,172
У неё в лучшем случае было три.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1111644-1113696.wav,в,173
"И в общем всё что дизайн у нас, всё что рисование, всё что вот это связано",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1119163-1123500.wav,в,174
"И потом она, в общем, сдала русский, математику.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1140948-1146193.wav,в,175
"Пошла она, значит, здесь, в Звенигороде, в магазин",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1168667-1171666.wav,в,176
"Эту историю, да, то есть она подрабатывала, и ей это нравилось, в общем, вся она была в восторге, мечтала о своём цветочном магазине.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1177514-1185448.wav,в,177
"В общем, пошла она сюда.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1185448-1187639.wav,в,178
"Ну, в общем, насчитали, ты-ты-ты-ты, и дали ей восемь тысяч за целый месяц.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1191920-1196342.wav,в,179
"Она, конечно, так расстроилась, говорит, я у них работать не буду, ну, в общем, здесь-то она ушла тоже.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1196342-1201190.wav,в,180
Ну давай тебе магазин в Москве откроем.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1204448-1208977.wav,в,181
В Москве там.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1208977-1214688.wav,в,182
Ну и как-то в общем мы… не пошло у неё.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1214688-1217621.wav,в,183
"Ну, в общем что-то как-то не то место было.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1228075-1233245.wav,в,184
"Ну в общем в результате с магазином мы это дело закрыли, конечно, денюжку мы потеряли.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1251109-1258526.wav,в,185
"Но она такой опыт в общем приобрела, что она сама свой бизнес не хочет.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1258526-1263078.wav,в,186
"Она поняла, что ну в общем это такая морока, и она не гото= ну, молодая, что, девчонка-то совсем, там ей было ещё, восемнадцати-то ей ещё по-моему не было.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1263078-1279649.wav,в,187
"В начале, конечно, все нравилось там, бизнес свой, вот там такая она была воодушевлённая, потом, ну не очень.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1279649-1287920.wav,в,188
"В общем, закрыли мы магазин.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1287920-1290323.wav,в,189
"Мы ехали по всем пробкам, а у неё опыт-то вождения был маленький, ну, в общем, она стукнулась, потом…",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1316542-1322754.wav,в,190
"Ну, они с Маринкой ехали, ну там получилось у нас в общем как - мы к родственникам ехали, нам надо было на двух машинах ехать, и мы просто не усаживались, все вместе.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1322754-1330619.wav,в,191
"А надо было туда за Дмитровское шоссе, и суббота, в общем, ну как-то прямо всё тяжело было.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1330619-1335662.wav,в,192
"Вот, и потом, ну, всё восстановили, всё нормально, и второй раз она опять же на этой же машине она под Рождество, то есть это уже вот первый раз она в мае попала, в начале мая, в аварию,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1335662-1347311.wav,в,193
"И видимо вот, вот это всё - колёса, сцепление, лёд, дорога там в общем, просто её вот на Риге - где вот эта пирамида, знаешь, да?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1354617-1363726.wav,в,194
"папа наш на службе, он же па= пел в хоре,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1400983-1404404.wav,в,195
"ну садится, то есть пока он до неё доехал, там надо было развернуться, пока, в общем, они, он шёл ей там взял одежду там, потому что, конечно, она продрогла, вся на нервах ещё.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1410236-1420289.wav,в,196
"Вот в этой в круглой шапочке жокейской,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1441552-1444633.wav,в,197
"в жилеточке в этой в жокейской,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1444633-1447884.wav,в,198
"[нрзб] А я, в общем, боялась вообще вот этих всех, я вообще лошадей боюсь",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1453945-1457785.wav,в,199
"У меня вообще был шок, у меня ребёнок в конюшне, вот то что я не могла вообще принять на себя, у меня ребёнок в конюшне, а она одна на лошадях, и я ей сказала, если, говорю, ты упадёшь, ты туда ходить не будешь, будешь часто вот спину ломают.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1462445-1473342.wav,в,200
"Ну, здесь в Звенигороде она не хотела работать, и когда Рига Молл открывался, знаешь, да?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1489593-1496458.wav,в,201
"Там, в общем, шикарные букеты, по пятнадцать, по двадцать, по тридцать тысяч, то есть там такой уровень вот, ну вот, именно не то, что как у нас там три розы...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1514073-1523850.wav,в,202
"И вот, и в общем…",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1538065-1542976.wav,в,203
"знаешь, планировки, только цвет не бордовый, а такой тёмно-серый, но в принципе ей тоже нравился.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1561655-1567559.wav,в,204
Вот в её плане не было окна.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1571005-1573396.wav,в,205
"А вот у этой линии, она в общем внутри, в глубине.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1598633-1601244.wav,в,206
"И она мне говорит - ну всё хорошо, говорит, но вот без света дневного, представляешь, вот в сером свете, чёрная мебель такая кругом, и вот сидеть вот в этом таком в рассеянном… да, конечно, там всё очень красиво, магазин вообще очень красивый, вот там дизайнеры оформляли там, ну, супер.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1601244-1614553.wav,в,207
"вот, осенью у неё подружка в Эмиратах жила.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1639846-1644618.wav,в,208
"В общем, ну, любовник там у подружки какой-то богатый.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1644618-1649029.wav,в,209
"И она, в общем, два месяца у них проработала.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1670766-1673420.wav,в,210
"Как-то вот прям вот вымирают все сезоны, и, в общем, эти девочки хохлушки взвыли.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1697324-1702878.wav,в,211
"В общем ей пообещали высокую зарплату, они там ей две тысячи долларов пообещали.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1702878-1707121.wav,в,212
"И они, в общем, не могут ей платить.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1717337-1719974.wav,в,213
"И как-то, ну, она, в общем, она решила просто вернуться,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1723045-1726393.wav,в,214
"Да, ну это в Москве сейчас зарплат таких нет, то есть это комната, она жила там, индусы какие-то,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1784834-1791641.wav,в,215
"кто-то там американец какой-то, ну, в общем, какая-то там сборная солянка, какая-то там была.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1791641-1798668.wav,в,216
"Ну, там же не в шенгене.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1825143-1826979.wav,в,217
"Ну, не знаю, чего дальше, в общем, сейчас она вся в депрессии, и она говорит, мне, говорит, уже надоело и флористом быть.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1880410-1886708.wav,в,218
"Там, вот ты в ресторане работаешь там, или ты там, я не знаю,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1912577-1916461.wav,в,219
"в фитнес-зале каком-то работаешь там, ну неважно кем, но вот ты там находишься, там администратором там.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1916461-1921910.wav,в,220
"Ну учителем в школе там, ну вот где ты себя бы видела вот?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1924248-1928519.wav,в,221
"Там в гостинице, в офисе ли, секретарём ли, менеджер, ну, опять же, неважно кем, водителем там,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1928519-1935176.wav,в,222
"[нрзб] всё ничего, но у нее машина в кредите.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1956305-1961796.wav,в,223
"Она у неё в кредите, вот и...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1993168-1996360.wav,в,224
"Вот здесь у нас в Звенигороде всё требовался продавец, всё они",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-1999778-2003728.wav,в,225
"Да, там какая-то База Цветов что ли, как-то она называется, в общем, туда.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2047765-2050999.wav,в,226
"Ну, она здесь, в Звенигороде не хочет, всё ей тут ничего не нравится, в Москву ездить ей не хочется, потому что и дорога, и, ну и тяжёло всё-таки в Москве, правда?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2050999-2059713.wav,в,227
Ну куда мне тут в Звенигороде ездить?,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2096654-2104415.wav,в,228
"Вот, вот, да, вот в семье, конечно, она должна быть.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2119464-2123135.wav,в,229
"А она как-то, в общем, у неё постоянно выходит скидка, в общем, что-то там она делает, что у неё постоянно скидка выходит.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2144753-2150217.wav,в,230
"И, ну, [нрзб] в Москве сейчас вот эти вот ещё...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2209663-2214734.wav,в,231
И в Москве правда стал транспорт хороший общественный.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2276005-2279215.wav,в,232
"А, в общем, уезжает один, через три минуты приезжает другой.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2299437-2306216.wav,в,233
"Вот, и все копейки стоят, я считаю сто рублей там, в Москве - это уже можно передвигаться.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2313656-2318361.wav,в,234
"директор, ну, в общем, ну, знакомая, да, познакомились мы.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2333767-2336655.wav,в,235
"В общем, она девять классов закончила.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2372269-2374737.wav,в,236
"В Москве мы с ней встречаемся там,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2414835-2416893.wav,в,237
"там, в этой ситуации уже ругаться как бы не стоит, когда у ребёнка истерика, то есть там понятно, говорю, всё, садись, я пойду [нрзб] да.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2488598-2497513.wav,в,238
"Ну они, в общем, ей заново всё сделали, всё там поменяли.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2499589-2506929.wav,в,239
"Поэтому в школе, конечно, не смогли.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2524971-2528320.wav,в,240
"Ей там очень нравилось, она там привыкла в школе, друзья, ну, вот уже там",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2535719-2539841.wav,в,241
"финансовая вот эта вот такая составляющая, что мы как бы уже ну на уровень ну очень упали очень ну резко там шес= ну в общем папу там обманули его по бизнесу.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2561821-2571997.wav,в,242
"Нас, не знаю, как в нашей школе нас терпели, потому что она просто в школу не ходила.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2654388-2661392.wav,в,243
Ну как-то в общем [нрзб] причём мы-то писали заявление как бы,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2661392-2665541.wav,в,244
"То есть мы шли не в списке классов на экзамены, на экзамены она шла, а отдельно.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2675022-2681343.wav,в,245
"В общем, отдельно на неё был журнал, в общем, как она как, ну как [нрзб] наверное, так, в общем, её так и не зачислили в класс,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2681343-2688321.wav,в,246
"хотя вообще, она как бы вот, в журнале в классном она была написана.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2688321-2692613.wav,в,247
"Ну да ладно, в общем, девять классов зав= нормально она сдала всё, или опять же на эти на четвёрки там, ну математику на тройку по-моему, да, математика.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2692613-2699884.wav,в,248
"И, в общем, пока подзависла.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2719861-2722998.wav,в,249
"В общем, обучение стоит там порядка двух тысяч евро.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2747477-2750628.wav,в,250
"в аэропорту официанткой, потом с двенадцати до шести она учится, ну, там, с переездами там, плюс-минус там, ну",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2758985-2765525.wav,в,251
"То есть там ей всё нравится, она уже разговаривает там, она уже в общем там",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2772624-2778030.wav,в,252
"[нрзб] какую-то профессию получить, сейчас можно курсами учиться, в принципе.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2785083-2789958.wav,в,253
"Она вот, я говорю, в спецшколе училась когда, Маришка-то, она вот этих там двадцать английских слов в двадцать-тридцать минут запоминала.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-2872549-2879240.wav,в,254
В принципе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-3042170-3045890.wav,в,255
"Вот дети в песочнице, вот правда.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-3063709-3069593.wav,в,256
И я не состоялась в профессии.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-3132219-3135345.wav,в,257
"Вот в этом возрасте идти там с два=с двадцатилетними девчонками учиться, ну там ладно, двадцатипятилетними.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-3152457-3157725.wav,в,258
и я поняла что я не хочу быть в этой системе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-3168567-3172218.wav,в,259
всё хочет вот в таких вот туфлях.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-oa1975-3269252-3272545.wav,в,260
"Значит, я переучилась во всех школах города Звенигорода.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-76424-80684.wav,в,261
"Вот, и два года я училась вот на Маяковке в первой школе.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-210533-216107.wav,в,262
Очень был большой скандал в городе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-258786-263163.wav,в,263
"Ну, в общем, ее подчистую, что-то там такое вот было.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-264213-266927.wav,в,264
Кабинет находился в отдельном здании.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-303801-306347.wav,в,265
И в нем две комнатки.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-314011-316103.wav,в,266
А в течении этой недели,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-351135-353002.wav,в,267
"Значит, кто-то идет посуду моет, там прям мулехались в этой раковине.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-511144-517951.wav,в,268
"И только в самом самом конце, после седьмого урока нас самих кормили.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-522596-529305.wav,в,269
Это сейчас вот детей ограничивают во всем.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-560240-563448.wav,в,270
И в конце чеверти наша учительница вдруг спахватывалась.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-571061-575891.wav,в,271
"""А оценок-то в журнале нет!""",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-576213-578236.wav,в,272
"потому что я училась-то, в принципе, неплохо.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-656721-659342.wav,в,273
"Вот, кое-как, худо-бедно я так на четверку себе натянула в конце концов.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-673508-678535.wav,в,274
работала в нашем музее при монастыре.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-791377-794826.wav,в,275
Как-то у меня не было такой надобности в жизни.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-865286-868679.wav,в,276
родился в горде Луцк.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-911250-913139.wav,в,277
"Дело в том, что...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-920983-922170.wav,в,278
"Они переезжали из города в город и вот где-то, чего-то они служили в этом Луцке",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-929994-935469.wav,в,279
он прожил в городе Звенигороде.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-943979-946093.wav,в,280
В снегах.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-980111-980901.wav,в,281
в Капьяре.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-989362-991019.wav,в,282
И они так вот в этом городке жили.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1031067-1034302.wav,в,283
"Живет она в этом Фунькове,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1046890-1048852.wav,в,284
"все потемнело в глазах"".",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1152100-1154044.wav,в,285
"В общем, так она пришла в выводу, что девочка-то эта подшутила над ней.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1185049-1189227.wav,в,286
ветер в голове был.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1247484-1248989.wav,в,287
"в Москве - нигде, ни в одном институте",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1283287-1286064.wav,в,288
А учили в Санкт-Петербурге.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1288797-1290446.wav,в,289
"Ну, причем оказалось, что учили в лесной академии,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1292127-1295158.wav,в,290
когда в нашей стране,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1391440-1393146.wav,в,291
Мама прибежала вся в ужасе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1472962-1477471.wav,в,292
В небольшой такой фирме.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1571443-1572929.wav,в,293
Нам обратно присылали в конвертах.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1650069-1654660.wav,в,294
Не обременительно во всяком случае.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1675415-1677726.wav,в,295
Я в общем от него отстала.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1746321-1748182.wav,в,296
Он в финансовом колледже учится.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1768490-1770624.wav,в,297
Вот мы ему нашли какие-то курсы в Москве.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1819710-1822500.wav,в,298
"Мы его уже с папой мучали и так и этак: ""Ну хоть чего-нибудь, ну хоть в каком направлении-то, ну скажи, ну мы тебе как-нибудь там поможем.""",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1849571-1859546.wav,в,299
разных в институте.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-1889081-1890660.wav,в,300
Экзамены сдали уже в школе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2012238-2013946.wav,в,301
"Эти менеджеров, они везде во всех институтах.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2035820-2038916.wav,в,302
"Вы же, в приницпе, ровестники.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2134063-2138497.wav,в,303
"Не знаю, как у вас в университете, у них-то...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2158180-2160964.wav,в,304
Там в основном,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2190830-2193154.wav,в,305
"здесь, в Звенигороде.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2334682-2336766.wav,в,306
И размещалась она в здании храма.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2367867-2370978.wav,в,307
"в храме, значит, была фабрика.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2386320-2388075.wav,в,308
Учился в первой школе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2430784-2433349.wav,в,309
Все время я-то вот и во второй школе поучилось и в первой школе поучилась.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2434034-2438699.wav,в,310
в форме в синей.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2475336-2476912.wav,в,311
Он учился в МАДИ.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2546322-2548645.wav,в,312
Все все там происходило в этой электричке у нас.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2556187-2561347.wav,в,313
"Кто кто в медицинском учится, кто на архитектора, кто еще на кого, но вот",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2573432-2578469.wav,в,314
"в совете комсомола был по, но по",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2603635-2607255.wav,в,315
Он один в семье.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2643244-2645705.wav,в,316
"И у меня"", говорит, ""я почему "", говорит, ""хорошо учился-то в институте"".",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2699830-2703718.wav,в,317
Я уж непомню сколько сейчас вот в этих,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2710914-2714189.wav,в,318
"в окошке в щелочка мама моя"", говорит, ""так и смотрит на улицу"".",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2788857-2793080.wav,в,319
"Вот, но все равно в этой области.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2839021-2841254.wav,в,320
Все равно в этой области.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2841623-2843459.wav,в,321
"но он в учебном центре находится, а учебный центр этот занимается",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2861172-2866449.wav,в,322
в этом деле.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2936290-2937325.wav,в,323
Девять в офисе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2968007-2972820.wav,в,324
"Вот, в тепле там и так далее.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-2997854-2999891.wav,в,325
в офисе ты не усидишь долго.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-3001952-3005350.wav,в,326
"В отличие от моего супруга,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-3024066-3026082.wav,в,327
в стране был полный раздрай.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-3050026-3052539.wav,в,328
"Ой в голове вот, я говорю,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-3102126-3106074.wav,в,329
"""А да, я вот в Москве была на дне Московском комсомольце, тогда очень популярная была эта газета ""Московский комсомолец"", и они праздники такие хорошие устраивали.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-3129140-3140886.wav,в,330
В общем целый месяц,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-3164382-3166510.wav,в,331
"Потом, значит, в типография-то была в Москве.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-3285501-3289104.wav,в,332
Газет-то много в типографии.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-3340881-3344608.wav,в,333
"Но в отличии, кстати, от нынешних времен, та газета",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-3378020-3382604.wav,в,334
"Того, кого задели в этом номере.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-3411933-3414125.wav,в,335
Даже в купальнике.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-3476507-3482659.wav,в,336
И вот девушка в купальнике.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-3488275-3492609.wav,в,337
"Но, вот постепенно все это в газете сошло на нет.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-3499991-3504595.wav,в,338
"Ну что, о чем говорить, если главное событие - это какой-нибудь там детский утренник в детском саду.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-om1973-3509739-3516519.wav,в,339
"Я родилась в городе Можайске,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-7894-9807.wav,в,340
С этого времени я живу в Звенигороде.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-14774-16368.wav,в,341
"Моя мама также родилась в Можайске,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-20193-22930.wav,в,342
папа родился в Смоленской области.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-24916-27370.wav,в,343
"В Смоленской области, или, как она сейчас на=.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-28296-35756.wav,в,344
"С семидесятого года он работал на Власихе в воинской части также водителем, возил военного...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-tk1949_1-55072-61762.wav,в,345
